2022-10-19 17:35,2022-11-04 07:25,medium
2022-10-19 17:53,2022-11-18 15:10,medium
2022-10-19 18:00,2022-11-21 08:36,full-size
2022-10-19 18:04,2022-10-20 07:37,compact
2022-10-19 18:06,2022-11-11 08:31,class 2 truck
2022-10-19 18:06,2022-11-14 12:00,full-size
2022-10-19 18:07,2022-10-19 18:07,class 2 truck
2022-10-19 18:09,2022-10-20 07:29,medium
2022-10-19 18:10,2022-10-24 10:27,full-size
2022-10-19 18:11,2022-11-28 12:18,class 1 truck
2022-10-19 18:12,2022-11-28 14:45,compact
2022-10-19 18:13,2022-11-22 14:37,medium
2022-10-19 18:14,2022-10-19 18:14,compact
2022-10-19 18:14,2022-11-12 10:02,class 2 truck
2022-10-19 18:18,2022-11-19 07:02,medium
2022-10-19 18:18,2022-10-19 18:18,full-size
2022-10-19 18:20,2022-11-04 14:52,medium
2022-10-19 18:22,2022-10-19 18:22,class 1 truck
2022-10-19 18:25,2022-10-23 07:18,class 1 truck
2022-10-19 18:28,2022-11-12 07:51,full-size
2022-10-19 18:29,2022-11-23 17:44,medium
2022-10-19 18:30,2022-10-19 18:30,full-size
2022-10-19 18:30,2022-11-24 07:00,class 1 truck
2022-10-19 18:30,2022-10-25 16:33,class 2 truck
2022-10-19 18:30,2022-11-18 07:02,full-size
2022-10-19 18:30,2022-11-19 07:16,compact
2022-10-19 18:30,2022-10-28 08:23,full-size
2022-10-19 18:30,2022-10-19 18:30,class 1 truck
2022-10-19 18:30,2022-11-08 10:25,medium
2022-10-19 18:30,2022-10-24 18:24,full-size
2022-10-19 18:30,2022-11-02 07:50,medium
2022-10-19 18:30,2022-10-28 18:04,medium
2022-10-20 07:01,2022-10-29 09:40,medium
2022-10-20 07:03,2022-10-20 07:03,class 1 truck
2022-10-20 07:05,2022-10-21 16:48,class 2 truck
2022-10-20 07:06,2022-11-08 07:06,medium
2022-10-20 07:07,2022-11-18 18:30,class 2 truck
2022-10-20 07:07,2022-10-20 07:07,class 2 truck
2022-10-20 07:07,2022-10-23 17:58,compact
2022-10-20 07:10,2022-11-26 18:01,full-size
2022-10-20 07:13,2022-11-01 18:30,compact
2022-10-20 07:15,2022-11-09 07:30,medium
2022-10-20 07:16,2022-10-20 07:16,compact
2022-10-20 07:17,2022-11-30 07:01,compact
2022-10-20 07:19,2022-10-20 14:12,medium
2022-10-20 07:22,2022-10-20 07:22,full-size
2022-10-20 07:24,2022-11-05 09:32,class 2 truck
2022-10-20 07:25,2022-11-29 07:50,full-size
2022-10-20 07:26,2022-10-20 07:26,class 2 truck
2022-10-20 07:31,2022-11-23 18:30,full-size
2022-10-20 07:31,2022-10-20 07:31,medium
2022-10-20 07:33,2022-11-17 07:03,medium
2022-10-20 07:33,2022-11-10 18:30,compact
2022-10-20 07:33,2022-10-23 17:52,class 2 truck
2022-10-20 07:37,2022-10-20 07:37,medium
2022-10-20 07:38,2022-11-05 14:59,class 1 truck
2022-10-20 07:39,2022-10-22 07:53,compact
2022-10-20 07:41,2022-11-10 18:15,class 2 truck
2022-10-20 07:48,2022-10-20 07:48,full-size
2022-10-20 07:48,2022-10-20 07:48,compact
2022-10-20 07:49,2022-10-29 07:41,full-size
2022-10-20 07:51,2022-11-23 18:14,class 2 truck
2022-10-20 07:52,2022-11-25 09:25,compact
2022-10-20 07:53,2022-10-27 18:30,class 1 truck
2022-10-20 07:56,2022-11-26 15:11,full-size
2022-10-20 07:56,2022-10-20 07:56,class 1 truck
2022-10-20 07:57,2022-10-20 07:57,class 1 truck
2022-10-20 08:18,2022-10-20 08:18,full-size
2022-10-20 08:30,2022-11-18 18:08,medium
2022-10-20 09:31,2022-11-13 07:38,medium
2022-10-20 10:00,2022-10-27 07:17,class 1 truck
2022-10-20 10:17,2022-11-11 15:43,class 1 truck
2022-10-20 10:21,2022-10-20 10:21,medium
2022-10-20 10:34,2022-11-02 07:12,full-size
2022-10-20 10:51,2022-10-20 10:51,class 2 truck
2022-10-20 10:56,2022-11-17 07:16,class 1 truck
2022-10-20 11:02,2022-10-27 11:16,medium
2022-10-20 11:27,2022-10-31 08:41,medium
2022-10-20 11:29,2022-11-07 18:30,class 2 truck
2022-10-20 11:50,2022-10-31 12:10,medium
2022-10-20 12:03,2022-11-21 18:30,compact
2022-10-20 12:08,2022-10-20 12:08,class 1 truck
2022-10-20 12:22,2022-10-20 12:22,compact
2022-10-20 12:27,2022-11-29 18:05,medium
2022-10-20 12:36,2022-11-05 13:35,class 1 truck
2022-10-20 12:59,2022-10-20 12:59,compact
2022-10-20 13:38,2022-11-05 07:26,medium
2022-10-20 13:42,2022-11-02 07:11,class 2 truck
2022-10-20 13:47,2022-11-11 11:17,class 2 truck
2022-10-20 13:49,2022-10-20 13:49,compact
2022-10-20 13:59,2022-11-07 14:48,class 2 truck
2022-10-20 14:32,2022-11-23 08:03,compact
2022-10-20 14:42,2022-10-20 14:42,class 1 truck
2022-10-20 14:56,2022-11-11 12:21,class 2 truck
2022-10-20 15:02,2022-10-20 15:02,compact
2022-10-20 15:04,2022-10-26 18:21,class 1 truck
2022-10-20 15:07,2022-11-21 07:49,class 1 truck
2022-10-20 15:09,2022-11-20 18:30,compact
2022-10-20 15:12,2022-10-20 15:12,class 1 truck
2022-10-20 15:22,2022-10-20 15:22,medium
2022-10-20 15:22,2022-10-25 16:42,class 2 truck
2022-10-20 15:26,2022-10-30 18:13,class 2 truck
2022-10-20 15:36,2022-11-02 14:11,medium
2022-10-20 15:45,2022-11-20 08:47,class 1 truck
2022-10-20 15:59,2022-11-17 18:07,medium
2022-10-20 16:16,2022-11-06 07:22,medium
2022-10-20 16:25,2022-11-04 12:03,medium
2022-10-20 17:15,2022-11-18 08:07,class 2 truck
2022-10-20 17:33,2022-10-20 17:33,compact
2022-10-20 17:37,2022-11-19 07:46,medium
2022-10-20 17:42,2022-11-03 07:49,class 2 truck
2022-10-20 17:43,2022-11-05 07:14,class 2 truck
2022-10-20 17:47,2022-10-20 17:47,class 2 truck
2022-10-20 17:53,2022-11-27 18:30,full-size
2022-10-20 17:54,2022-11-12 09:13,medium
2022-10-20 18:02,2022-10-22 07:18,full-size
2022-10-20 18:02,2022-11-08 09:31,class 1 truck
2022-10-20 18:04,2022-11-28 09:27,class 2 truck
2022-10-20 18:08,2022-11-13 13:40,compact
2022-10-20 18:09,2022-10-20 18:09,class 1 truck
2022-10-20 18:10,2022-11-06 07:13,class 1 truck
2022-10-20 18:16,2022-11-11 17:37,full-size
2022-10-20 18:19,2022-11-16 07:54,full-size
2022-10-20 18:20,2022-11-07 07:26,class 1 truck
2022-10-20 18:23,2022-10-20 18:23,compact
2022-10-20 18:26,2022-10-20 18:26,medium
2022-10-20 18:30,2022-11-23 09:21,full-size
2022-10-20 18:30,2022-11-08 12:38,class 2 truck
2022-10-20 18:30,2022-10-20 18:30,compact
2022-10-20 18:30,2022-10-26 09:45,full-size
2022-10-20 18:30,2022-10-20 18:30,class 2 truck
2022-10-20 18:30,2022-11-20 07:50,compact
2022-10-20 18:30,2022-11-24 11:16,compact
2022-10-20 18:30,2022-10-20 18:30,medium
2022-10-20 18:30,2022-11-28 18:30,class 1 truck
2022-10-20 18:30,2022-11-20 18:22,compact
2022-10-20 18:30,2022-11-05 16:21,class 2 truck
2022-10-20 18:30,2022-11-21 13:45,class 2 truck
2022-10-20 18:30,2022-11-04 16:17,class 2 truck
2022-10-20 18:30,2022-11-08 07:20,medium
2022-10-21 07:01,2022-11-23 15:02,class 1 truck
2022-10-21 07:01,2022-11-21 07:06,compact
2022-10-21 07:04,2022-11-14 09:58,class 1 truck
2022-10-21 07:06,2022-11-09 07:59,class 2 truck
2022-10-21 07:08,2022-10-22 16:32,full-size
2022-10-21 07:11,2022-11-20 11:05,compact
2022-10-21 07:11,2022-10-28 18:08,full-size
2022-10-21 07:14,2022-11-15 07:57,full-size
2022-10-21 07:18,2022-11-08 07:44,full-size
2022-10-21 07:20,2022-11-12 18:07,medium
2022-10-21 07:24,2022-11-05 07:05,compact
2022-10-21 07:25,2022-10-21 07:25,class 1 truck
2022-10-21 07:32,2022-10-21 07:32,compact
2022-10-21 07:33,2022-10-21 07:33,full-size
2022-10-21 07:34,2022-10-21 07:34,class 2 truck
2022-10-21 07:37,2022-10-21 07:37,full-size
2022-10-21 07:39,2022-11-24 13:30,class 1 truck
2022-10-21 07:39,2022-10-21 07:39,class 2 truck
2022-10-21 07:41,2022-10-31 18:30,full-size
2022-10-21 07:43,2022-10-21 07:43,medium
2022-10-21 07:44,2022-11-16 07:18,full-size
2022-10-21 07:49,2022-10-21 07:49,full-size
2022-10-21 07:50,2022-11-22 07:06,compact
2022-10-21 07:50,2022-11-25 07:42,medium
2022-10-21 07:50,2022-11-17 18:30,compact
2022-10-21 07:53,2022-11-12 18:28,class 2 truck
2022-10-21 07:53,2022-11-21 07:26,medium
2022-10-21 07:54,2022-11-09 18:30,class 1 truck
2022-10-21 07:54,2022-10-21 07:54,compact
2022-10-21 07:56,2022-10-21 07:56,class 2 truck
2022-10-21 07:57,2022-10-22 15:28,class 1 truck
2022-10-21 07:58,2022-10-21 07:58,medium
2022-10-21 07:59,2022-10-21 07:59,class 2 truck
2022-10-21 08:20,2022-11-01 18:30,class 2 truck
2022-10-21 08:23,2022-11-22 07:51,full-size
2022-10-21 08:46,2022-11-24 14:43,class 1 truck
2022-10-21 09:21,2022-10-21 09:21,medium
2022-10-21 09:30,2022-11-11 16:11,compact
2022-10-21 09:33,2022-11-20 18:30,medium
2022-10-21 09:50,2022-10-22 07:32,compact
2022-10-21 10:13,2022-11-12 07:27,medium
2022-10-21 10:19,2022-11-09 07:44,class 1 truck
2022-10-21 10:28,2022-11-20 10:20,medium
2022-10-21 10:29,2022-11-11 13:35,class 2 truck
2022-10-21 10:50,2022-11-23 18:28,full-size
2022-10-21 11:07,2022-11-23 07:44,medium
2022-10-21 11:08,2022-10-21 11:08,class 2 truck
2022-10-21 11:08,2022-11-19 18:30,compact
2022-10-21 11:12,2022-11-16 12:47,class 1 truck
2022-10-21 11:35,2022-11-28 07:18,full-size
2022-10-21 11:53,2022-11-26 14:51,full-size
2022-10-21 12:05,2022-10-27 16:20,full-size
2022-10-21 12:17,2022-11-30 08:07,medium
2022-10-21 12:28,2022-11-20 08:18,full-size
2022-10-21 12:42,2022-11-02 07:14,full-size
2022-10-21 12:43,2022-10-21 12:43,full-size
2022-10-21 12:43,2022-11-12 07:54,class 2 truck
2022-10-21 12:51,2022-11-30 07:57,class 2 truck
2022-10-21 13:20,2022-10-31 12:21,compact
2022-10-21 13:22,2022-11-17 09:00,compact
2022-10-21 13:23,2022-11-16 07:28,class 2 truck
2022-10-21 13:30,2022-11-10 07:53,medium
2022-10-21 13:44,2022-11-27 07:39,full-size
2022-10-21 13:46,2022-11-09 18:30,class 2 truck
2022-10-21 13:53,2022-10-21 13:53,class 1 truck
2022-10-21 14:30,2022-10-21 14:30,medium
2022-10-21 14:56,2022-11-23 16:22,medium
2022-10-21 14:59,2022-11-02 07:12,full-size
2022-10-21 15:16,2022-10-24 07:33,class 1 truck
2022-10-21 15:29,2022-10-28 18:30,medium
2022-10-21 15:32,2022-10-29 16:58,compact
2022-10-21 15:35,2022-11-01 10:49,compact
2022-10-21 15:39,2022-10-21 15:39,compact
2022-10-21 15:40,2022-11-12 15:38,medium
2022-10-21 15:53,2022-11-18 07:00,medium
2022-10-21 15:59,2022-10-26 07:01,medium
2022-10-21 16:08,2022-10-21 16:08,medium
2022-10-21 16:22,2022-10-21 16:22,class 1 truck
2022-10-21 16:28,2022-10-21 16:28,class 2 truck
2022-10-21 16:34,2022-11-26 07:26,class 2 truck
2022-10-21 16:43,2022-11-21 07:59,full-size
2022-10-21 16:44,2022-11-16 11:24,compact
2022-10-21 17:05,2022-11-05 10:55,medium
2022-10-21 17:09,2022-10-31 14:10,class 1 truck
2022-10-21 17:11,2022-11-04 07:51,compact
2022-10-21 17:28,2022-11-30 10:52,class 1 truck
2022-10-21 17:32,2022-11-02 07:30,medium
2022-10-21 17:34,2022-10-21 17:34,full-size
2022-10-21 17:40,2022-11-21 16:32,class 1 truck
2022-10-21 17:51,2022-11-29 18:04,class 1 truck
2022-10-21 18:09,2022-11-19 15:43,full-size
2022-10-21 18:13,2022-10-21 18:13,class 2 truck
2022-10-21 18:15,2022-10-21 18:15,full-size
2022-10-21 18:21,2022-10-28 09:59,class 2 truck
2022-10-21 18:22,2022-11-04 07:31,full-size
2022-10-21 18:23,2022-10-21 18:23,medium
2022-10-21 18:24,2022-10-21 18:24,medium
2022-10-21 18:28,2022-10-29 07:36,class 2 truck
2022-10-21 18:30,2022-11-12 16:33,medium
2022-10-21 18:30,2022-10-21 18:30,full-size
2022-10-21 18:30,2022-11-16 07:34,compact
2022-10-21 18:30,2022-10-25 07:02,compact
2022-10-21 18:30,2022-11-23 18:14,class 1 truck
2022-10-21 18:30,2022-11-04 07:07,class 1 truck
2022-10-21 18:30,2022-10-27 15:06,class 1 truck
2022-10-21 18:30,2022-11-17 07:34,compact
2022-10-21 18:30,2022-11-21 07:54,medium
2022-10-21 18:30,2022-11-16 07:52,full-size
2022-10-21 18:30,2022-10-21 18:30,class 1 truck
2022-10-21 18:30,2022-11-26 07:15,medium
2022-10-21 18:30,2022-10-23 16:46,full-size
2022-10-21 18:30,2022-10-21 18:30,full-size
2022-10-21 18:30,2022-11-14 07:29,medium
2022-10-22 07:00,2022-10-22 07:00,class 1 truck
2022-10-22 07:00,2022-10-22 07:00,compact
2022-10-22 07:00,2022-10-22 07:00,class 1 truck
2022-10-22 07:01,2022-10-30 07:45,class 1 truck
2022-10-22 07:01,2022-11-08 18:30,full-size
2022-10-22 07:02,2022-11-18 18:08,class 2 truck
2022-10-22 07:02,2022-10-22 07:02,full-size
2022-10-22 07:03,2022-11-08 12:52,class 2 truck
2022-10-22 07:05,2022-10-23 08:12,full-size
2022-10-22 07:09,2022-10-27 07:31,medium
2022-10-22 07:12,2022-11-19 17:54,medium
2022-10-22 07:12,2022-10-22 07:12,medium
2022-10-22 07:12,2022-11-14 18:30,class 1 truck
2022-10-22 07:13,2022-10-22 07:13,full-size
2022-10-22 07:13,2022-10-24 10:20,medium
2022-10-22 07:15,2022-11-21 07:04,class 2 truck
2022-10-22 07:16,2022-10-22 07:16,class 1 truck
2022-10-22 07:21,2022-11-17 09:13,class 2 truck
2022-10-22 07:21,2022-10-22 07:21,class 1 truck
2022-10-22 07:22,2022-11-30 15:00,class 2 truck
2022-10-22 07:22,2022-10-31 07:25,class 1 truck
2022-10-22 07:26,2022-10-24 16:05,full-size
2022-10-22 07:28,2022-11-19 10:13,compact
2022-10-22 07:29,2022-11-13 13:58,medium
2022-10-22 07:30,2022-11-25 17:34,medium
2022-10-22 07:30,2022-11-25 13:49,medium
2022-10-22 07:31,2022-11-17 07:43,compact
2022-10-22 07:32,2022-10-24 13:39,full-size
2022-10-22 07:35,2022-11-25 07:31,compact
2022-10-22 07:39,2022-11-15 12:04,full-size
2022-10-22 07:41,2022-10-22 07:41,class 2 truck
2022-10-22 07:45,2022-11-08 16:12,class 2 truck
2022-10-22 07:46,2022-10-22 07:46,medium
2022-10-22 07:50,2022-11-06 07:12,full-size
2022-10-22 07:52,2022-10-28 10:41,class 2 truck
2022-10-22 07:52,2022-10-22 07:52,full-size
2022-10-22 07:56,2022-10-29 07:35,medium
2022-10-22 07:57,2022-10-22 07:57,class 1 truck
2022-10-22 08:19,2022-11-30 07:40,class 1 truck
2022-10-22 08:19,2022-11-28 10:01,full-size
2022-10-22 08:31,2022-10-23 07:49,class 1 truck
2022-10-22 08:52,2022-11-16 14:44,medium
2022-10-22 08:59,2022-11-08 18:30,full-size
2022-10-22 09:00,2022-10-29 18:30,compact
2022-10-22 09:07,2022-11-28 18:16,medium
2022-10-22 09:17,2022-11-27 07:45,compact
2022-10-22 09:19,2022-10-22 09:19,class 2 truck
2022-10-22 09:39,2022-10-30 18:30,class 1 truck
2022-10-22 09:46,2022-11-11 18:30,full-size
2022-10-22 09:46,2022-10-22 09:46,class 2 truck
2022-10-22 10:30,2022-11-14 10:57,compact
2022-10-22 10:35,2022-11-10 07:37,medium
2022-10-22 10:39,2022-10-30 14:20,class 1 truck
2022-10-22 11:11,2022-10-22 11:11,medium
2022-10-22 11:20,2022-11-27 08:29,compact
2022-10-22 11:45,2022-10-22 11:45,class 2 truck
2022-10-22 12:01,2022-10-22 12:01,class 1 truck
2022-10-22 12:03,2022-11-28 15:26,class 2 truck
2022-10-22 12:20,2022-10-22 12:20,medium
2022-10-22 12:22,2022-11-23 18:30,medium
2022-10-22 12:25,2022-11-04 07:44,full-size
2022-10-22 12:42,2022-10-23 18:17,compact
2022-10-22 12:43,2022-10-22 12:43,class 1 truck
2022-10-22 13:08,2022-10-23 08:05,compact
2022-10-22 13:21,2022-11-27 16:00,medium
2022-10-22 13:47,2022-10-22 13:47,class 2 truck
2022-10-22 14:01,2022-11-02 11:45,class 1 truck
2022-10-22 14:06,2022-10-22 14:06,medium
2022-10-22 14:23,2022-11-08 10:36,compact
2022-10-22 14:43,2022-11-07 07:59,class 1 truck
2022-10-22 14:54,2022-10-22 14:54,class 1 truck
2022-10-22 15:07,2022-10-22 15:07,compact
2022-10-22 15:10,2022-10-22 15:10,class 2 truck
2022-10-22 15:28,2022-10-22 15:28,class 1 truck
2022-10-22 15:51,2022-11-20 07:54,compact
2022-10-22 16:05,2022-11-18 14:45,class 2 truck
2022-10-22 16:19,2022-11-19 07:42,compact
2022-10-22 16:29,2022-11-10 07:14,class 2 truck
2022-10-22 16:36,2022-11-26 07:45,class 1 truck
2022-10-22 16:50,2022-10-22 16:50,compact
2022-10-22 16:57,2022-10-25 18:29,full-size
2022-10-22 17:08,2022-11-29 13:36,medium
2022-10-22 17:10,2022-11-28 09:37,medium
2022-10-22 17:12,2022-11-29 18:30,full-size
2022-10-22 17:21,2022-11-17 07:31,medium
2022-10-22 17:33,2022-11-16 18:30,full-size
2022-10-22 17:47,2022-10-22 17:47,compact
2022-10-22 18:01,2022-11-07 10:11,class 1 truck
2022-10-22 18:07,2022-10-23 18:30,full-size
2022-10-22 18:10,2022-11-10 18:30,class 2 truck
2022-10-22 18:12,2022-11-28 07:49,full-size
2022-10-22 18:13,2022-10-22 18:13,compact
2022-10-22 18:15,2022-10-22 18:15,medium
2022-10-22 18:16,2022-10-22 18:16,medium
2022-10-22 18:17,2022-10-28 08:55,full-size
2022-10-22 18:17,2022-10-22 18:30,class 1 truck
2022-10-22 18:19,2022-10-22 18:19,full-size
2022-10-22 18:21,2022-10-22 18:21,medium
2022-10-22 18:22,2022-10-22 18:22,medium
2022-10-22 18:26,2022-10-22 18:26,medium
2022-10-22 18:30,2022-11-18 12:03,class 2 truck
2022-10-22 18:30,2022-11-11 07:07,compact
2022-10-22 18:30,2022-11-04 12:47,medium
2022-10-22 18:30,2022-11-27 07:10,class 2 truck
2022-10-22 18:30,2022-10-30 07:57,full-size
2022-10-22 18:30,2022-10-28 07:52,compact
2022-10-22 18:30,2022-11-06 18:30,full-size
2022-10-22 18:30,2022-10-30 10:31,compact
2022-10-22 18:30,2022-10-22 18:30,class 2 truck
2022-10-22 18:30,2022-10-29 10:36,compact
2022-10-23 07:02,2022-10-25 18:01,class 2 truck
2022-10-23 07:03,2022-11-23 07:02,full-size
2022-10-23 07:06,2022-10-23 07:06,class 1 truck
2022-10-23 07:06,2022-11-21 17:58,class 1 truck
2022-10-23 07:07,2022-11-11 07:44,class 1 truck
2022-10-23 07:12,2022-10-23 07:12,medium
2022-10-23 07:12,2022-11-14 17:30,class 2 truck
2022-10-23 07:13,2022-11-11 08:28,medium
2022-10-23 07:13,2022-11-24 11:31,compact
2022-10-23 07:13,2022-10-23 07:13,class 2 truck
2022-10-23 07:16,2022-10-24 18:13,compact
2022-10-23 07:17,2022-10-23 07:17,compact
2022-10-23 07:17,2022-11-09 08:27,full-size
2022-10-23 07:18,2022-10-23 07:18,medium
2022-10-23 07:19,2022-10-29 07:25,class 2 truck
2022-10-23 07:22,2022-11-05 13:53,full-size
2022-10-23 07:24,2022-11-23 10:40,compact
2022-10-23 07:26,2022-11-15 18:23,medium
2022-10-23 07:27,2022-11-18 18:30,full-size
2022-10-23 07:28,2022-11-13 07:32,class 2 truck
2022-10-23 07:29,2022-10-23 07:29,compact
2022-10-23 07:30,2022-11-29 09:53,class 1 truck
2022-10-23 07:31,2022-11-07 18:23,medium
2022-10-23 07:33,2022-10-28 18:23,class 2 truck
2022-10-23 07:35,2022-11-27 11:58,class 2 truck
2022-10-23 07:36,2022-10-27 18:30,class 2 truck
2022-10-23 07:36,2022-10-25 18:30,full-size
2022-10-23 07:45,2022-10-29 16:40,class 2 truck
2022-10-23 07:46,2022-11-24 13:26,compact
2022-10-23 07:49,2022-10-23 07:49,medium
2022-10-23 07:50,2022-11-21 11:45,compact
2022-10-23 07:52,2022-11-26 11:45,class 1 truck
2022-10-23 07:54,2022-10-31 07:21,class 2 truck
2022-10-23 07:54,2022-11-26 09:12,compact
2022-10-23 07:56,2022-10-31 07:40,class 2 truck
